shipment_id,departure_timestamp,origin_port,destination_port,origin_region,destination_region,route_corridor,ocean_side,vessel_type,cargo_type,distance_nm,avg_speed_knots,baseline_eta_days,weather_delay_days,port_handling_days,geopolitical_event,geopolitical_delay_days,expected_delay_days,adjusted_eta_days,risk_score,freight_cost_index,baseline_arrival_timestamp,adjusted_arrival_timestamp,delay_class
SHP-0000090,2025-05-10 03:00:00,Shanghai,Sydney,East Asia,Oceania,Cape Diversion,Indian-Atlantic Side,Bulk Carrier,Textiles,4851.4,13.9,14.52,1.02,1.78,None,0.0,2.8,17.32,0.384,1.056,2025-05-24 15:26:42.532545963,2025-05-27 10:43:27.871701136,delayed
SHP-0000091,2025-09-19 14:00:00,Mumbai,Dubai,South Asia,Middle East,Cape Diversion,Indian-Atlantic Side,Bulk Carrier,Textiles,1191.1,14.1,3.51,0.0,1.78,None,0.0,1.78,5.29,0.298,1.036,2025-09-23 02:11:22.898306051,2025-09-24 20:56:59.981177886,delayed
SHP-0000092,2025-12-16 16:00:00,Durban,Dubai,Africa,Middle East,Cape Diversion,Indian-Atlantic Side,Tanker,Electronics,4091.2,17.3,9.84,0.0,0.78,Port Strike,1.38,2.16,12.01,0.427,1.101,2025-12-26 12:13:49.543511551,2025-12-28 16:11:21.838077697,delayed
SHP-0000093,2025-05-10 08:00:00,Santos,Los Angeles,South America,North America,Panama Corridor,Atlantic-Pacific Side,Container,Food,5906.0,21.8,11.29,0.46,1.74,None,0.0,2.2,13.49,0.333,1.044,2025-05-21 14:57:10.138841389,2025-05-23 19:44:46.493693082,delayed
SHP-0000094,2025-10-28 15:00:00,Los Angeles,Durban,North America,Africa,Cape Diversion,Indian-Atlantic Side,Container,Electronics,10521.1,19.0,23.08,0.83,0.87,None,0.0,1.7,24.78,0.292,1.034,2025-11-20 16:55:38.467314719,2025-11-22 09:50:13.341760946,delayed
SHP-0000095,2025-04-13 06:00:00,Rotterdam,Los Angeles,Europe,North America,Atlantic Crossing,Atlantic Side,Tanker,Chemicals,4851.5,16.9,11.96,0.7,1.37,Suez Disruption,3.28,5.35,17.31,0.793,1.252,2025-04-25 04:56:53.611245260,2025-04-30 13:25:13.404087500,critical_delay
SHP-0000096,2025-04-24 19:00:00,Rotterdam,Santos,Europe,South America,Atlantic Crossing,Atlantic Side,Bulk Carrier,Auto Parts,5278.4,12.1,18.12,1.75,0.54,None,0.0,2.29,20.41,0.341,1.046,2025-05-12 21:52:42.921268334,2025-05-15 04:48:24.796820767,delayed
SHP-0000097,2025-12-06 18:00:00,Los Angeles,Houston,North America,North America,Cape Diversion,Indian-Atlantic Side,Tanker,Machinery,1357.5,12.8,4.43,0.55,0.56,None,0.0,1.11,5.54,0.243,1.022,2025-12-11 04:12:22.219040232,2025-12-12 06:55:54.971298488,on_time
SHP-0000098,2025-07-30 16:00:00,Houston,Mumbai,North America,South Asia,Cape Diversion,Indian-Atlantic Side,Container,Auto Parts,8888.9,22.8,16.22,0.14,0.81,None,0.0,0.96,17.18,0.23,1.019,2025-08-15 21:15:39.896308244,2025-08-16 20:15:33.488580700,on_time
SHP-0000099,2025-12-04 22:00:00,Shanghai,Durban,East Asia,Africa,Cape Diversion,Indian-Atlantic Side,Tanker,Machinery,7207.8,16.1,18.61,0.0,1.19,None,0.0,1.19,19.8,0.249,1.024,2025-12-23 12:36:26.768148854,2025-12-24 17:12:37.428969559,on_time
SHP-0000100,2025-06-10 00:00:00,Sydney,Houston,Oceania,North America,Cape Diversion,Indian-Atlantic Side,Container,Food,8506.0,16.9,20.95,0.24,1.6,None,0.0,1.85,22.8,0.304,1.037,2025-06-30 22:48:39.196176998,2025-07-02 19:08:54.213657002,delayed
SHP-0000101,2025-02-12 20:00:00,Dubai,Sydney,Middle East,Oceania,Cape Diversion,Indian-Atlantic Side,Container,Textiles,7417.1,17.6,17.54,0.78,0.59,Hormuz Tension,2.62,4.0,21.54,0.663,1.204,2025-03-02 08:58:59.881415194,2025-03-06 08:54:57.767497824,delayed
SHP-0000102,2025-11-04 17:00:00,Singapore,Santos,Southeast Asia,South America,Cape Diversion,Indian-Atlantic Side,Tanker,Textiles,9809.7,12.5,32.63,0.0,1.39,None,0.0,1.39,34.01,0.266,1.028,2025-12-07 08:02:09.507011265,2025-12-08 17:19:22.718588586,on_time
SHP-0000103,2025-01-21 22:00:00,Los Angeles,Houston,North America,North America,Cape Diversion,Indian-Atlantic Side,Container,Electronics,1357.5,16.6,3.41,1.12,1.17,Red Sea Tension,1.68,3.96,7.38,0.601,1.152,2025-01-25 07:55:40.729762254,2025-01-29 07:04:07.529559977,delayed
SHP-0000104,2025-10-15 22:00:00,Shanghai,Singapore,East Asia,Southeast Asia,Cape Diversion,Indian-Atlantic Side,Bulk Carrier,Electronics,2342.6,14.1,6.92,0.42,0.62,None,0.0,1.04,7.96,0.237,1.021,2025-10-22 19:59:27.943277164,2025-10-23 21:02:53.251111124,on_time
SHP-0000105,2025-10-17 02:00:00,Houston,Sydney,North America,Oceania,Cape Diversion,Indian-Atlantic Side,Tanker,Textiles,8506.0,16.8,21.04,0.0,1.33,None,0.0,1.33,22.37,0.261,1.027,2025-11-07 02:57:21.451676555,2025-11-08 10:51:05.296666360,on_time
SHP-0000106,2025-07-07 00:00:00,Dubai,Houston,Middle East,North America,Cape Diversion,Indian-Atlantic Side,Bulk Carrier,Electronics,8093.2,14.9,22.67,1.35,1.73,Customs Slowdown,1.08,4.15,26.82,0.577,1.132,2025-07-29 16:07:49.692946514,2025-08-02 19:46:34.039672389,critical_delay
SHP-0000107,2025-01-09 14:00:00,Singapore,Dubai,Southeast Asia,Middle East,Cape Diversion,Indian-Atlantic Side,Tanker,Auto Parts,3593.1,17.2,8.68,0.4,0.83,None,0.0,1.23,9.91,0.252,1.025,2025-01-18 06:23:23.151356246,2025-01-19 11:49:00.662642149,on_time
SHP-0000108,2025-08-02 22:00:00,Dubai,Rotterdam,Middle East,Europe,Suez Corridor,Indian-Atlantic Side,Container,Machinery,2961.4,19.2,6.42,0.75,1.7,None,0.0,2.45,8.87,0.354,1.049,2025-08-09 08:00:18.829528680,2025-08-11 18:46:21.180543795,delayed
SHP-0000109,2025-09-07 01:00:00,Singapore,Los Angeles,Southeast Asia,North America,Pacific Crossing,Pacific Side,Container,Food,7786.4,15.9,20.38,0.18,1.7,None,0.0,1.88,22.26,0.307,1.038,2025-09-27 10:01:21.373269807,2025-09-29 07:07:27.854663511,delayed
SHP-0000110,2025-11-18 17:00:00,Shanghai,Sydney,East Asia,Oceania,Cape Diversion,Indian-Atlantic Side,Container,Food,4851.4,22.3,9.07,0.87,1.68,None,0.0,2.55,11.63,0.363,1.051,2025-11-27 18:45:03.981171870,2025-11-30 08:03:38.733559418,delayed
SHP-0000111,2025-10-21 03:00:00,Singapore,Houston,Southeast Asia,North America,Pacific Crossing,Pacific Side,Tanker,Food,8812.3,15.1,24.38,0.46,1.33,None,0.0,1.79,26.17,0.299,1.036,2025-11-14 12:06:44.429924289,2025-11-16 07:05:25.870619860,delayed
SHP-0000112,2025-03-03 20:00:00,Singapore,Shanghai,Southeast Asia,East Asia,Cape Diversion,Indian-Atlantic Side,Container,Electronics,2342.6,22.7,4.31,0.33,0.7,Panama Drought,1.89,2.92,7.23,0.496,1.127,2025-03-08 03:21:36.642734104,2025-03-11 01:32:45.914262682,delayed
SHP-0000113,2025-11-24 10:00:00,Rotterdam,Mumbai,Europe,South Asia,Suez Corridor,Indian-Atlantic Side,Container,Machinery,3936.1,20.1,8.14,1.39,1.04,None,0.0,2.43,10.57,0.352,1.049,2025-12-02 13:25:53.401616037,2025-12-04 23:41:38.331707847,delayed
SHP-0000114,2025-02-05 23:00:00,Rotterdam,Sydney,Europe,Oceania,Cape Diversion,Indian-Atlantic Side,Container,Machinery,10273.3,19.2,22.31,0.92,1.66,None,0.0,2.58,24.89,0.365,1.052,2025-02-28 06:28:19.957912780,2025-03-02 20:27:53.547507630,delayed
SHP-0000115,2025-04-27 06:00:00,Dubai,Shanghai,Middle East,East Asia,Cape Diversion,Indian-Atlantic Side,Container,Food,3955.7,19.5,8.45,0.72,1.73,None,0.0,2.45,10.9,0.354,1.049,2025-05-05 16:41:46.610424346,2025-05-08 03:34:28.152579005,delayed
SHP-0000116,2025-11-05 16:00:00,Rotterdam,Shanghai,Europe,East Asia,Suez Corridor,Indian-Atlantic Side,Container,Chemicals,5205.9,18.2,11.91,1.32,1.19,None,0.0,2.51,14.42,0.359,1.05,2025-11-17 13:51:41.322020912,2025-11-20 01:59:19.770773118,delayed
SHP-0000117,2025-08-02 04:00:00,Houston,Singapore,North America,Southeast Asia,Pacific Crossing,Pacific Side,Container,Auto Parts,8812.3,16.2,22.68,1.09,1.74,Suez Disruption,2.64,5.47,28.14,0.764,1.227,2025-08-24 20:12:38.971628115,2025-08-30 07:27:17.622180400,critical_delay
SHP-0000118,2025-09-08 19:00:00,Mumbai,Houston,South Asia,North America,Cape Diversion,Indian-Atlantic Side,Bulk Carrier,Electronics,8888.9,11.3,32.9,0.35,0.7,Customs Slowdown,0.52,1.56,34.46,0.319,1.053,2025-10-11 16:31:20.055328317,2025-10-13 06:00:07.508649081,delayed
SHP-0000119,2025-03-15 05:00:00,Shanghai,Houston,East Asia,North America,Pacific Crossing,Pacific Side,Container,Textiles,6716.7,19.4,14.43,0.16,0.78,None,0.0,0.94,15.37,0.229,1.019,2025-03-29 15:19:37.431479478,2025-03-30 13:58:21.728592920,on_time
SHP-0000120,2025-11-12 14:00:00,Singapore,Houston,Southeast Asia,North America,Pacific Crossing,Pacific Side,Container,Electronics,8812.3,17.7,20.72,0.26,1.66,Customs Slowdown,0.56,2.49,23.21,0.399,1.074,2025-12-03 07:19:49.042416766,2025-12-05 18:58:58.242258649,delayed
SHP-0000121,2025-09-23 14:00:00,Singapore,Shanghai,Southeast Asia,East Asia,Cape Diversion,Indian-Atlantic Side,Container,Machinery,2342.6,17.4,5.61,0.02,1.59,None,0.0,1.61,7.21,0.284,1.032,2025-09-29 04:31:25.323871949,2025-09-30 19:06:27.758631389,delayed
SHP-0000122,2025-10-15 04:00:00,Shanghai,Los Angeles,East Asia,North America,Pacific Crossing,Pacific Side,Bulk Carrier,Chemicals,5758.5,12.3,19.45,1.11,1.55,None,0.0,2.66,22.11,0.372,1.053,2025-11-03 14:44:49.754355440,2025-11-06 06:34:05.115485504,delayed
SHP-0000123,2025-03-11 22:00:00,Sydney,Mumbai,Oceania,South Asia,Cape Diversion,Indian-Atlantic Side,Bulk Carrier,Machinery,6252.0,14.9,17.43,0.12,1.46,None,0.0,1.59,19.02,0.282,1.032,2025-03-29 08:20:36.293042705,2025-03-30 22:26:33.875572165,delayed
SHP-0000124,2025-05-16 02:00:00,Rotterdam,Mumbai,Europe,South Asia,Suez Corridor,Indian-Atlantic Side,Container,Food,3936.1,16.8,9.76,0.0,1.21,None,0.0,1.21,10.97,0.251,1.024,2025-05-25 20:07:53.811589031,2025-05-27 01:11:42.048254448,on_time
SHP-0000125,2025-07-13 04:00:00,Mumbai,Durban,South Asia,Africa,Cape Diversion,Indian-Atlantic Side,Bulk Carrier,Auto Parts,4339.4,12.4,14.63,1.23,0.78,None,0.0,2.02,16.64,0.318,1.04,2025-07-27 19:00:42.878593719,2025-07-29 19:24:45.547479743,delayed
SHP-0000126,2025-02-14 03:00:00,Shanghai,Rotterdam,East Asia,Europe,Suez Corridor,Indian-Atlantic Side,Tanker,Textiles,5205.9,15.5,13.97,0.08,1.03,None,0.0,1.11,15.08,0.242,1.022,2025-02-28 02:20:25.334428646,2025-03-01 04:56:27.378586348,on_time
SHP-0000127,2025-10-05 20:00:00,Los Angeles,Shanghai,North America,East Asia,Pacific Crossing,Pacific Side,Container,Electronics,5758.5,15.2,15.76,0.27,0.42,None,0.0,0.7,16.45,0.208,1.014,2025-10-21 14:12:00.710432101,2025-10-22 06:53:13.267230665,on_time
SHP-0000128,2025-05-12 13:00:00,Los Angeles,Mumbai,North America,South Asia,Cape Diversion,Indian-Atlantic Side,Container,Auto Parts,8632.7,19.8,18.19,0.16,0.81,Strait of Malacca Tension,2.44,3.41,21.61,0.582,1.17,2025-05-30 17:40:36.550224842,2025-06-03 03:33:18.467070612,delayed
SHP-0000129,2025-09-04 11:00:00,Houston,Singapore,North America,Southeast Asia,Pacific Crossing,Pacific Side,Bulk Carrier,Machinery,8812.3,14.1,25.97,0.08,1.17,None,0.0,1.25,27.22,0.254,1.025,2025-09-30 10:10:33.759604433,2025-10-01 16:11:26.590475748,on_time
SHP-0000130,2025-04-23 05:00:00,Houston,Los Angeles,North America,North America,Cape Diversion,Indian-Atlantic Side,Container,Auto Parts,1357.5,17.9,3.16,0.0,0.91,None,0.0,0.91,4.07,0.226,1.018,2025-04-26 08:50:46.872318848,2025-04-27 06:42:43.474850303,on_time
SHP-0000131,2025-06-01 03:00:00,Mumbai,Sydney,South Asia,Oceania,Cape Diversion,Indian-Atlantic Side,Bulk Carrier,Textiles,6252.0,13.1,19.85,1.33,0.95,None,0.0,2.28,22.13,0.34,1.046,2025-06-20 23:24:37.769602596,2025-06-23 06:04:56.031056460,delayed
SHP-0000132,2025-08-16 02:00:00,Los Angeles,Dubai,North America,Middle East,Cape Diversion,Indian-Atlantic Side,Container,Machinery,8263.9,18.5,18.61,0.54,1.55,None,0.0,2.09,20.7,0.324,1.042,2025-09-03 16:43:14.075424583,2025-09-05 18:50:15.469207226,delayed
SHP-0000133,2025-03-11 07:00:00,Dubai,Shanghai,Middle East,East Asia,Cape Diversion,Indian-Atlantic Side,Tanker,Electronics,3955.7,14.6,11.29,0.0,1.23,None,0.0,1.23,12.52,0.253,1.025,2025-03-22 13:53:23.794269838,2025-03-23 19:25:25.865677657,on_time
SHP-0000134,2025-08-22 00:00:00,Los Angeles,Houston,North America,North America,Cape Diversion,Indian-Atlantic Side,Container,Machinery,1357.5,22.8,2.49,0.98,1.1,Customs Slowdown,1.03,3.11,5.6,0.487,1.108,2025-08-24 11:39:22.416172228,2025-08-27 14:22:07.554662016,delayed
SHP-0000135,2025-11-05 00:00:00,Mumbai,Shanghai,South Asia,East Asia,Cape Diversion,Indian-Atlantic Side,Container,Textiles,3097.7,22.5,5.74,0.94,1.65,None,0.0,2.59,8.34,0.366,1.052,2025-11-10 17:51:22.526381448,2025-11-13 08:03:56.970700931,delayed
SHP-0000136,2025-02-24 10:00:00,Sydney,Rotterdam,Oceania,Europe,Cape Diversion,Indian-Atlantic Side,Container,Electronics,10273.3,18.9,22.61,1.06,0.58,Suez Disruption,1.84,3.48,26.08,0.55,1.148,2025-03-19 00:35:32.842401195,2025-03-22 12:01:38.049766469,delayed
SHP-0000137,2025-10-10 08:00:00,Durban,Houston,Africa,North America,Cape Diversion,Indian-Atlantic Side,Container,Electronics,9167.1,18.7,20.39,0.0,0.54,None,0.0,0.54,20.93,0.195,1.011,2025-10-30 17:20:20.054657420,2025-10-31 06:18:30.706368462,on_time
SHP-0000138,2025-09-02 08:00:00,Shanghai,Durban,East Asia,Africa,Cape Diversion,Indian-Atlantic Side,Bulk Carrier,Auto Parts,7207.8,12.8,23.5,0.0,0.72,Customs Slowdown,0.64,1.36,24.86,0.311,1.054,2025-09-25 20:05:34.149510219,2025-09-27 04:40:15.430393856,on_time
SHP-0000139,2025-11-10 14:00:00,Santos,Dubai,South America,Middle East,Cape Diversion,Indian-Atlantic Side,Container,Machinery,7517.6,22.9,13.66,0.4,0.54,None,0.0,0.95,14.6,0.229,1.019,2025-11-24 05:45:30.879331194,2025-11-25 04:29:08.049335521,on_time
SHP-0000140,2025-08-21 07:00:00,Durban,Rotterdam,Africa,Europe,Cape Diversion,Indian-Atlantic Side,Bulk Carrier,Textiles,5820.3,13.7,17.73,0.37,1.52,None,0.0,1.88,19.62,0.307,1.038,2025-09-08 00:36:24.618325210,2025-09-09 21:50:01.311247227,delayed
SHP-0000141,2025-08-19 10:00:00,Houston,Santos,North America,South America,Panama Corridor,Atlantic-Pacific Side,Container,Chemicals,4717.5,22.9,8.58,0.27,1.29,None,0.0,1.56,10.13,0.28,1.031,2025-08-27 23:48:20.401762299,2025-08-29 13:12:38.867717813,delayed
SHP-0000142,2025-07-03 21:00:00,Shanghai,Singapore,East Asia,Southeast Asia,Cape Diversion,Indian-Atlantic Side,Container,Machinery,2342.6,20.2,4.84,0.0,1.2,Red Sea Tension,2.4,3.6,8.43,0.623,1.175,2025-07-08 17:02:47.091683143,2025-07-12 07:23:33.181421239,delayed
SHP-0000143,2025-06-06 04:00:00,Santos,Dubai,South America,Middle East,Cape Diversion,Indian-Atlantic Side,Container,Electronics,7517.6,21.5,14.55,0.6,1.27,None,0.0,1.86,16.41,0.305,1.037,2025-06-20 17:15:28.201811451,2025-06-22 13:55:09.116374232,delayed
SHP-0000144,2025-01-28 15:00:00,Rotterdam,Los Angeles,Europe,North America,Atlantic Crossing,Atlantic Side,Bulk Carrier,Chemicals,4851.5,12.5,16.22,0.79,1.47,None,0.0,2.26,18.49,0.339,1.045,2025-02-13 20:23:39.327919074,2025-02-16 02:41:14.542634267,delayed
SHP-0000145,2025-03-25 06:00:00,Durban,Houston,Africa,North America,Cape Diversion,Indian-Atlantic Side,Container,Electronics,9167.1,18.4,20.74,0.49,0.97,None,0.0,1.46,22.2,0.272,1.029,2025-04-14 23:41:01.803233546,2025-04-16 10:48:36.159460940,on_time
SHP-0000146,2025-11-30 02:00:00,Sydney,Shanghai,Oceania,East Asia,Cape Diversion,Indian-Atlantic Side,Container,Food,4851.4,15.8,12.82,0.68,0.94,None,0.0,1.61,14.43,0.284,1.032,2025-12-12 21:43:35.509492603,2025-12-14 12:24:56.942922824,delayed
SHP-0000147,2025-03-04 07:00:00,Houston,Singapore,North America,Southeast Asia,Pacific Crossing,Pacific Side,Tanker,Electronics,8812.3,14.5,25.26,0.1,1.34,Strait of Malacca Tension,1.43,2.86,28.12,0.475,1.117,2025-03-29 13:11:14.200369347,2025-04-01 09:50:38.802971742,delayed
SHP-0000148,2025-05-18 16:00:00,Los Angeles,Mumbai,North America,South Asia,Cape Diversion,Indian-Atlantic Side,Tanker,Electronics,8632.7,17.8,20.21,0.0,1.64,Strait of Malacca Tension,1.46,3.1,23.31,0.496,1.123,2025-06-07 21:04:36.569153478,2025-06-10 23:21:37.268150025,delayed
SHP-0000149,2025-06-06 19:00:00,Santos,Rotterdam,South America,Europe,Atlantic Crossing,Atlantic Side,Container,Machinery,5278.4,20.2,10.87,1.04,0.47,None,0.0,1.51,12.38,0.276,1.03,2025-06-17 15:49:37.333975065,2025-06-19 04:08:11.245333450,delayed
SHP-0000150,2025-08-07 00:00:00,Singapore,Mumbai,Southeast Asia,South Asia,Cape Diversion,Indian-Atlantic Side,Container,Textiles,2403.0,20.3,4.94,0.81,0.85,None,0.0,1.66,6.6,0.289,1.033,2025-08-11 22:30:08.583197520,2025-08-13 14:24:57.110781291,delayed
SHP-0000151,2025-03-19 05:00:00,Shanghai,Rotterdam,East Asia,Europe,Suez Corridor,Indian-Atlantic Side,Tanker,Food,5205.9,16.7,12.96,0.83,0.49,None,0.0,1.32,14.28,0.26,1.026,2025-04-01 03:59:23.545187206,2025-04-02 11:46:13.398964553,on_time
SHP-0000152,2025-10-02 09:00:00,Houston,Sydney,North America,Oceania,Cape Diversion,Indian-Atlantic Side,Container,Chemicals,8506.0,18.1,19.53,0.0,1.08,None,0.0,1.08,20.61,0.24,1.022,2025-10-21 21:41:06.716348727,2025-10-22 23:31:20.478380358,on_time
SHP-0000153,2025-02-23 19:00:00,Mumbai,Sydney,South Asia,Oceania,Cape Diversion,Indian-Atlantic Side,Container,Chemicals,6252.0,15.4,16.91,0.67,1.25,None,0.0,1.92,18.84,0.31,1.038,2025-03-12 16:55:53.965874691,2025-03-14 15:02:40.200541745,delayed
SHP-0000154,2025-05-30 05:00:00,Mumbai,Los Angeles,South Asia,North America,Cape Diversion,Indian-Atlantic Side,Tanker,Food,8632.7,14.2,25.3,0.32,0.8,None,0.0,1.12,26.42,0.243,1.022,2025-06-24 12:04:52.855253253,2025-06-25 14:59:01.732762098,on_time
SHP-0000155,2025-11-11 18:00:00,Sydney,Santos,Oceania,South America,Cape Diversion,Indian-Atlantic Side,Bulk Carrier,Electronics,8200.6,14.1,24.19,0.28,0.42,None,0.0,0.7,24.89,0.209,1.014,2025-12-05 22:35:37.779307448,2025-12-06 15:27:10.385732727,on_time
SHP-0000156,2025-10-31 08:00:00,Singapore,Durban,Southeast Asia,Africa,Cape Diversion,Indian-Atlantic Side,Container,Chemicals,5190.8,21.0,10.28,0.63,1.03,None,0.0,1.66,11.94,0.289,1.033,2025-11-10 14:38:43.308920169,2025-11-12 06:35:23.238999997,delayed
SHP-0000157,2025-03-10 04:00:00,Mumbai,Shanghai,South Asia,East Asia,Cape Diversion,Indian-Atlantic Side,Bulk Carrier,Food,3097.7,11.6,11.13,0.32,1.43,None,0.0,1.75,12.88,0.296,1.035,2025-03-21 07:02:54.906558169,2025-03-23 01:05:31.712595144,delayed
SHP-0000158,2025-06-04 00:00:00,Mumbai,Shanghai,South Asia,East Asia,Cape Diversion,Indian-Atlantic Side,Container,Auto Parts,3097.7,16.8,7.66,0.0,1.44,None,0.0,1.44,9.1,0.27,1.029,2025-06-11 15:54:44.522812123,2025-06-13 02:30:06.927948768,on_time
SHP-0000159,2025-01-30 02:00:00,Shanghai,Rotterdam,East Asia,Europe,Suez Corridor,Indian-Atlantic Side,Container,Chemicals,5205.9,16.5,13.15,0.06,1.21,Panama Drought,3.26,4.52,17.67,0.703,1.212,2025-02-12 05:36:12.875058483,2025-02-16 18:04:33.101559632,critical_delay
SHP-0000160,2025-07-17 09:00:00,Santos,Singapore,South America,Southeast Asia,Cape Diversion,Indian-Atlantic Side,Container,Food,9809.7,21.8,18.73,0.72,1.4,None,0.0,2.12,20.84,0.326,1.042,2025-08-05 02:27:51.341293062,2025-08-07 05:16:38.599955175,delayed
SHP-0000161,2025-02-05 14:00:00,Durban,Los Angeles,Africa,North America,Cape Diversion,Indian-Atlantic Side,Container,Textiles,10521.1,17.1,25.61,1.63,1.2,None,0.0,2.83,28.44,0.386,1.057,2025-03-03 04:31:31.720097896,2025-03-06 00:29:45.860367278,delayed
SHP-0000162,2025-12-07 04:00:00,Mumbai,Durban,South Asia,Africa,Cape Diversion,Indian-Atlantic Side,Container,Textiles,4339.4,22.1,8.18,0.0,1.19,None,0.0,1.19,9.37,0.249,1.024,2025-12-15 08:25:25.136478396,2025-12-16 12:54:58.828013153,on_time
SHP-0000163,2025-09-01 23:00:00,Mumbai,Durban,South Asia,Africa,Cape Diversion,Indian-Atlantic Side,Container,Auto Parts,4339.4,17.1,10.56,0.0,0.58,None,0.0,0.58,11.14,0.198,1.012,2025-09-12 12:26:41.955693126,2025-09-13 02:23:31.873115060,on_time
SHP-0000164,2025-11-05 00:00:00,Durban,Shanghai,Africa,East Asia,Cape Diversion,Indian-Atlantic Side,Tanker,Textiles,7207.8,16.2,18.57,0.52,0.83,None,0.0,1.35,19.93,0.263,1.027,2025-11-23 13:45:29.854579780,2025-11-24 22:16:28.075277896,on_time
SHP-0000165,2025-09-30 00:00:00,Houston,Dubai,North America,Middle East,Cape Diversion,Indian-Atlantic Side,Bulk Carrier,Machinery,8093.2,12.5,26.97,0.39,0.61,None,0.0,1.0,27.98,0.234,1.02,2025-10-26 23:19:05.801985091,2025-10-27 23:24:39.507451790,on_time
SHP-0000166,2025-08-07 17:00:00,Rotterdam,Houston,Europe,North America,Atlantic Crossing,Atlantic Side,Bulk Carrier,Auto Parts,4358.4,14.9,12.18,0.0,1.0,None,0.0,1.0,13.19,0.234,1.02,2025-08-19 21:22:06.556586433,2025-08-20 21:29:11.402493020,on_time
SHP-0000167,2025-08-04 12:00:00,Shanghai,Santos,East Asia,South America,Cape Diversion,Indian-Atlantic Side,Container,Chemicals,11429.9,19.8,24.0,0.0,1.39,None,0.0,1.39,25.39,0.266,1.028,2025-08-28 12:00:39.804704907,2025-08-29 21:18:57.406538721,on_time
SHP-0000168,2025-03-13 03:00:00,Rotterdam,Dubai,Europe,Middle East,Suez Corridor,Indian-Atlantic Side,Container,Electronics,2961.4,18.4,6.69,1.11,0.48,None,0.0,1.59,8.28,0.282,1.032,2025-03-19 19:32:30.666377944,2025-03-21 09:40:06.529199099,delayed
SHP-0000169,2025-08-30 07:00:00,Singapore,Mumbai,Southeast Asia,South Asia,Cape Diversion,Indian-Atlantic Side,Tanker,Machinery,2403.0,12.4,8.08,0.21,1.43,Red Sea Tension,1.88,3.52,11.6,0.578,1.151,2025-09-07 08:57:57.661824706,2025-09-10 21:25:58.525037797,delayed
SHP-0000170,2025-08-19 15:00:00,Singapore,Santos,Southeast Asia,South America,Cape Diversion,Indian-Atlantic Side,Container,Auto Parts,9809.7,17.7,23.11,0.0,0.59,Suez Disruption,2.32,2.91,26.02,0.532,1.156,2025-09-11 17:36:55.231379424,2025-09-14 15:24:20.710552999,delayed
SHP-0000171,2025-07-25 11:00:00,Durban,Los Angeles,Africa,North America,Cape Diversion,Indian-Atlantic Side,Tanker,Chemicals,10521.1,16.3,26.88,1.14,0.84,None,0.0,1.98,28.86,0.315,1.04,2025-08-21 08:09:21.755635499,2025-08-23 07:35:53.728868489,delayed
SHP-0000172,2025-05-27 06:00:00,Dubai,Houston,Middle East,North America,Cape Diversion,Indian-Atlantic Side,Container,Food,8093.2,18.2,18.5,0.0,0.92,None,0.0,0.92,19.43,0.227,1.018,2025-06-14 18:02:59.456731899,2025-06-15 16:13:08.263923882,on_time
SHP-0000173,2025-01-09 10:00:00,Los Angeles,Mumbai,North America,South Asia,Cape Diversion,Indian-Atlantic Side,Tanker,Textiles,8632.7,12.4,28.94,1.0,1.62,None,0.0,2.62,31.56,0.368,1.052,2025-02-07 08:35:42.049571945,2025-02-09 23:26:47.893597166,delayed
SHP-0000174,2025-06-25 18:00:00,Rotterdam,Houston,Europe,North America,Atlantic Crossing,Atlantic Side,Container,Textiles,4358.4,19.7,9.2,0.67,0.42,Strait of Malacca Tension,1.51,2.6,11.8,0.458,1.114,2025-07-04 22:51:57.375175181,2025-07-07 13:15:13.216335906,delayed
